City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,vorgashor,67.5833,63.95,32.88,93,100,17.43,RU,1684096765
365,east ballina,-28.8667,153.5833,61.02,99,100,3.31,AU,1684096765
366,ponta delgada,37.7333,-25.6667,66.92,72,20,5.75,PT,1684096766
367,rikaze,29.25,88.8833,45.19,38,78,3.94,CN,1684096766
368,novyy turtkul',41.55,61.0167,76.91,25,92,18.5,UZ,1684096767
369,lata,40.1629,-8.3327,60.08,91,90,2.89,PT,1684096767
370,ghanzi,-21.5667,21.7833,71.35,34,73,5.84,BW,1684096768
371,lampasas,31.2168,-98.2336,79.61,72,40,4.61,US,1684096768
372,puerto aysen,-45.4,-72.7,57.72,96,100,1.7,CL,1684096769
373,pineville,31.3224,-92.4343,89.33,57,20,12.66,US,1684096769
374,page,36.9147,-111.4558,78.58,32,0,13.8,US,1684096770
375,gadzhiyevo,69.2551,33.3362,41.43,88,100,5.66,RU,1684096770
376,imbituba,-28.24,-48.6703,63.95,67,21,0.83,BR,1684096771
377,melekeok village,7.4957,134.6367,77.56,94,75,0.0,PW,1684096771
378,mhamid,29.82,-5.72,77.54,12,0,10.04,MA,1684096772
379,sona,45.4388,10.8255,55.56,95,75,2.3,IT,1684096772
380,tarakan,3.3,117.6333,77.68,92,100,11.5,ID,1684096773
381,juneau,58.3019,-134.4197,57.22,67,75,11.5,US,1684096535
382,tuy hoa,13.0833,109.3,77.27,90,48,5.3,VN,1684096774
383,kosciusko,33.0576,-89.5876,89.22,54,61,2.35,US,1684096774
384,carupano,10.6678,-63.2585,84.22,69,23,16.11,VE,1684096775
385,freetown,8.484,-13.2299,80.31,78,40,10.36,SL,1684096775
386,bontang,0.1333,117.5,76.59,93,100,6.08,ID,1684096776
387,new norfolk,-42.7826,147.0587,53.1,55,7,1.99,AU,1684096776
388,grossenhain,51.2833,13.55,56.37,89,100,6.24,DE,1684096777
389,saint-felix-de-valois,46.1668,-73.4324,63.05,25,0,7.0,CA,1684096777
390,remire-montjoly,4.9167,-52.2667,82.44,83,20,8.05,GF,1684096778
391,qamdo,31.1667,97.2333,35.89,44,100,5.91,CN,1684096778
392,ostrovskoye,57.8057,42.2433,43.95,79,6,1.45,RU,1684096779
393,lichinga,-13.3128,35.2406,62.69,88,0,5.75,MZ,1684096779
394,gillette,44.2911,-105.5022,54.52,85,100,11.5,US,1684096779
395,ormara,25.2088,64.6357,81.59,89,1,6.31,PK,1684096780
396,bikenibeu village,1.3673,173.1241,80.56,89,100,2.3,KI,1684096780
397,buta,2.7858,24.73,75.88,69,67,3.2,CD,1684096780
398,tacuarembo,-31.7333,-55.9833,64.09,63,76,7.02,UY,1684096781
399,hami,42.8,93.45,71.74,18,24,1.97,CN,1684096781
400,camayenne,9.535,-13.6878,84.29,74,40,6.91,GN,1684096782
401,treasure island,27.7692,-82.769,89.65,59,40,12.66,US,1684096782
402,puerto armuelles,8.2833,-82.8667,89.58,68,100,7.56,PA,1684096782
403,rawson,-43.3002,-65.1023,62.94,58,100,7.47,AR,1684096782
404,olonkinbyen,70.9221,-8.7187,35.71,95,100,17.45,SJ,1684096783
405,al jawf,29.5,38.75,79.47,12,100,5.5,SA,1684096783
406,ingeniero jacobacci,-41.3427,-69.5448,59.7,34,100,6.11,AR,1684096783
407,alofi,-19.0595,-169.9187,76.89,88,97,12.66,NU,1684096784
408,lerwick,60.1545,-1.1494,46.4,86,8,10.22,GB,1684096784
409,yemetsk,63.4721,41.7941,47.23,70,8,4.99,RU,1684096785
410,nadi,-17.8,177.4167,78.8,73,75,10.36,FJ,1684096785
411,nalut,30.3333,10.85,79.74,33,58,13.65,LY,1684096786
412,kananga,-5.8958,22.4178,76.32,69,90,2.89,CD,1684096787
413,madimba,-10.4,40.3333,78.12,88,20,11.5,TZ,1684096787
414,kisangani,0.5167,25.2,76.23,72,59,3.36,CD,1684096788
415,el vigia,8.6219,-71.6506,87.98,64,100,1.52,VE,1684096788
416,grand falls-windsor,48.9332,-55.6649,50.5,77,100,3.0,CA,1684096788
417,harstad,68.799,16.5293,50.16,79,50,18.99,NO,1684096789
418,kaitong,44.8135,123.15,60.85,60,100,10.13,CN,1684096789
419,hilo,19.7297,-155.09,83.28,86,100,3.44,US,1684096567
420,geraldton,-28.7667,114.6,54.01,71,0,8.05,AU,1684096790
421,carnarvon,-24.8667,113.6333,65.01,45,0,13.27,AU,1684096791
422,chulakkurgan,43.765,69.1814,63.05,30,100,6.44,KZ,1684096792
423,ulanhot,46.0833,122.0833,55.53,36,100,23.26,CN,1684096792
424,vytegra,61.0064,36.4481,45.77,69,2,3.83,RU,1684096793
425,puerto colombia,10.9878,-74.9547,87.89,76,100,12.41,CO,1684096793
426,denov,38.2667,67.9,72.41,34,0,6.93,UZ,1684096793
427,ketchikan,55.3422,-131.6461,61.27,72,0,11.5,US,1684096794
428,desna,50.9273,30.7605,62.85,63,11,3.27,UA,1684096794
429,dera ismail khan,31.8327,70.9024,87.46,23,6,5.88,PK,1684096795
430,crieff,56.3727,-3.8389,52.07,76,4,5.73,GB,1684096795
431,latimer,30.5346,-88.8667,91.26,51,0,12.66,US,1684096796
432,tocopilla,-22.092,-70.1979,69.35,75,38,2.08,CL,1684096796
433,presque isle,46.6811,-68.0159,59.29,32,20,20.71,US,1684096672
434,quepos,9.4236,-84.1652,87.24,68,97,6.22,CR,1684096798
435,taroa,8.7058,171.2275,82.09,79,100,18.43,MH,1684096798
436,zholymbet,51.7433,71.7122,38.46,80,0,8.61,KZ,1684096799
437,castellammare del golfo,38.0188,12.8858,63.72,93,99,7.07,IT,1684096799
438,necochea,-38.5473,-58.7368,59.38,72,99,8.93,AR,1684096800
439,kenema,7.8767,-11.1875,76.57,93,73,1.72,SL,1684096800
440,ust'-kut,56.7938,105.7672,24.22,69,7,3.53,RU,1684096801
441,saint-louis,16.3333,-15.0,81.95,38,54,19.71,SN,1684096801
442,piti village,13.4626,144.6933,82.45,87,20,5.75,GU,1684096802
443,flekkefjord,58.2971,6.6607,49.95,90,100,1.63,NO,1684096802
444,labrador city,52.9463,-66.9114,44.51,39,40,13.8,CA,1684096803
445,tindouf,27.6711,-8.1474,86.45,13,0,4.61,DZ,1684096803
446,mount isa,-20.7333,139.5,55.17,67,4,0.0,AU,1684096804
447,portland,45.5234,-122.6762,91.15,29,20,25.32,US,1684096511
448,salamanca,40.8333,-6.0,58.78,50,67,6.49,ES,1684096806
449,humaita,-7.5061,-63.0208,84.38,75,97,2.44,BR,1684096807
450,qashyr,53.0675,76.1036,40.55,55,16,8.3,KZ,1684096808
451,akdagmadeni,39.6603,35.8836,43.36,82,78,3.44,TR,1684096808
452,manta,-0.95,-80.7333,83.98,79,75,11.5,EC,1684096683
453,cosamaloapan,18.3667,-95.8,92.35,43,18,13.27,MX,1684096693
454,la ronge,55.1001,-105.2842,80.85,19,75,12.66,CA,1684096810
455,moussoro,13.6408,16.4901,95.2,14,25,7.58,TD,1684096811
456,yeed,4.55,43.0333,85.1,44,82,16.55,SO,1684096811
457,heroica guaymas,27.9333,-110.9,88.88,29,0,11.5,MX,1684096541
458,abu zabad,12.35,29.25,87.71,15,9,6.53,SD,1684096812
459,makawao,20.8569,-156.3131,73.22,72,75,11.5,US,1684096813
460,xiangxiang,27.7333,112.5333,69.24,81,100,2.93,CN,1684096813
461,klaksvik,62.2266,-6.589,45.52,79,1,25.19,FO,1684096814
462,la passe,45.5549,-0.8967,62.83,86,89,11.88,FR,1684096814
463,mburucuya,-28.0454,-58.2245,67.95,60,0,5.84,AR,1684096815
464,post,33.1909,-101.3782,73.06,55,100,9.15,US,1684096815
465,kapa'a,22.0752,-159.319,80.58,74,75,19.57,US,1684096816
466,midelt,32.6852,-4.7451,57.85,31,0,11.32,MA,1684096816
467,socorro,31.6546,-106.3033,82.26,26,75,9.22,US,1684096817
468,nyrob,60.733,56.7202,37.31,66,37,1.48,RU,1684096817
469,shengli,37.4564,118.4856,70.97,40,0,4.12,CN,1684096817
470,schweizer-reneke,-27.1887,25.3293,50.97,45,0,6.11,ZA,1684096818
471,ulladulla,-35.35,150.4667,52.99,85,19,3.71,AU,1684096819
472,urengoy,65.9667,78.3667,24.01,95,100,15.21,RU,1684096819
473,pangody,65.85,74.4859,26.44,92,100,16.35,RU,1684096820
474,primorsk,46.7348,36.3443,56.55,79,95,7.58,UA,1684096820
475,kuta,-8.7233,115.1723,80.55,74,40,10.36,ID,1684096821
476,general pico,-35.6566,-63.7568,76.3,34,78,5.61,AR,1684096821
477,quthing,-30.4,27.7003,50.23,78,33,6.71,LS,1684096822
478,konstantinovsk,47.5828,41.0922,53.19,91,100,7.74,RU,1684096822
479,calangute,15.5439,73.7553,82.87,78,3,7.34,IN,1684096823
480,ko pha ngan,9.7578,100.0291,80.55,71,20,11.36,TH,1684096824
481,queenstown,-31.8976,26.8753,47.86,93,100,6.6,ZA,1684096824
482,bunia,1.5667,30.25,68.09,73,55,4.85,CD,1684096825
483,lompoc,34.6391,-120.4579,81.79,73,20,11.5,US,1684096825
484,lagoa,39.05,-27.9833,62.82,85,100,5.64,PT,1684096826
485,stephenville,32.2207,-98.2023,79.86,75,75,3.44,US,1684096680
486,port saint john's,-31.6229,29.5448,64.96,85,100,15.82,ZA,1684096827
487,sarmiento,-45.5882,-69.07,58.95,62,100,5.26,AR,1684096827
488,tsiombe,-25.3,45.4833,70.09,95,10,6.58,MG,1684096828
489,ugoofaaru,5.6667,73.0,82.74,79,99,15.64,MV,1684096828
490,kailua-kona,19.6406,-155.9956,80.56,74,40,9.22,US,1684096693
491,vadso,70.0744,29.7487,50.88,70,75,5.75,NO,1684096829
492,porto novo,6.4965,2.6036,85.82,84,91,10.92,BJ,1684096635
493,hadibu,12.65,54.0333,85.69,76,27,6.29,YE,1684096830
494,bechem,7.0903,-2.025,73.87,98,100,3.65,GH,1684096831
495,mumford,5.2618,-0.759,82.8,81,50,12.77,GH,1684096832
496,uray,60.1247,64.7758,38.73,70,72,6.15,RU,1684096833
497,espumoso,-28.7247,-52.8497,61.83,70,85,2.44,BR,1684096833
498,sale,34.0389,-6.8166,66.88,72,0,5.75,MA,1684096834
499,asind,25.7333,74.3333,87.15,33,77,19.3,IN,1684096834
500,armacao de buzios,-22.7469,-41.8817,75.25,72,71,7.96,BR,1684096835
501,santana,-0.0583,-51.1817,87.98,79,40,10.36,BR,1684096835
502,swift current,50.2834,-107.8014,72.41,43,20,12.66,CA,1684096816
503,sao raimundo das mangabeiras,-7.0219,-45.4811,78.87,82,99,3.49,BR,1684096836
504,wynyard,-41.0,145.7167,48.97,88,12,2.71,AU,1684096837
505,novyy urengoy,66.0833,76.6333,25.59,95,100,16.44,RU,1684096837
506,bor,56.3567,44.0669,44.53,85,17,4.45,RU,1684096838
507,san antonio de pale,-1.4014,5.6325,82.18,81,63,11.79,GQ,1684096838
508,de aar,-30.6497,24.0123,49.48,78,99,24.49,ZA,1684096839
509,belmonte,-15.8631,-38.8828,76.66,82,54,5.28,BR,1684096839
510,margate,51.3813,1.3862,55.69,86,99,3.0,GB,1684096840
511,ratnagiri,16.9833,73.3,82.04,80,6,4.79,IN,1684096762
512,nadym,65.5333,72.5167,28.96,90,100,17.31,RU,1684096841
513,maputo,-25.9653,32.5892,72.23,91,40,1.99,MZ,1684096841
514,mana,5.6592,-53.7767,81.05,84,95,9.37,GF,1684096842
515,angaur state,6.906,134.13,83.98,67,56,6.22,PW,1684096842
516,kavieng,-2.5744,150.7967,81.81,80,47,4.9,PG,1684096843
517,rio segundo,-31.6526,-63.9099,85.66,45,0,12.17,AR,1684096844
518,seydi,39.4816,62.9137,84.16,20,67,15.14,TM,1684096844
519,progreso,21.2833,-89.6667,98.71,69,44,19.13,MX,1684096844
520,jinjing,24.575,118.5972,72.21,88,100,10.71,CN,1684096845
521,kiruna,67.8557,20.2251,43.72,70,6,3.44,SE,1684096845
522,loiza,18.4313,-65.8802,87.78,67,75,6.91,PR,1684096846
523,weno,7.4515,151.8468,83.34,80,97,12.48,FM,1684096846
524,laojunmiao,39.8333,97.7333,59.2,20,99,6.8,CN,1684096847
525,vuosaari,60.2083,25.1436,56.05,70,0,4.0,FI,1684096847
526,patnanungan,14.7833,122.1833,81.12,79,99,1.88,PH,1684096848
527,dinguiraye,11.3,-10.7167,85.55,41,97,4.21,GN,1684096848
528,yarmouth,41.7057,-70.2286,63.14,50,0,5.75,US,1684096849
529,vorkuta,67.5,64.0,33.33,93,100,16.82,RU,1684096850
530,manokwari,-0.8667,134.0833,79.3,77,64,6.06,ID,1684096850
531,muynoq,43.7683,59.0214,61.97,78,100,19.22,UZ,1684096851
532,phan rang-thap cham,11.5667,108.9833,77.65,87,61,3.29,VN,1684096851
533,bengkulu,-3.8004,102.2655,77.0,91,98,4.16,ID,1684096852
534,waingapu,-9.6567,120.2641,70.52,81,35,6.42,ID,1684096852
535,hammerfest,70.6634,23.6821,46.85,81,75,0.0,NO,1684096853
536,uzes,44.0167,4.4167,63.16,69,48,8.34,FR,1684096853
537,pitea,65.3172,21.4794,46.49,62,15,6.69,SE,1684096854
538,jodhpur,26.2867,73.03,90.5,36,45,15.86,IN,1684096854
539,moshkovo,55.3053,83.6104,36.73,53,97,6.62,RU,1684096854
540,oltu,40.5498,42.0013,41.41,79,100,5.01,TR,1684096855
541,baotou,40.6522,109.8222,64.49,17,0,2.53,CN,1684096755
542,afif,23.9065,42.9172,82.35,16,78,17.13,SA,1684096856
543,isangel,-19.55,169.2667,77.11,83,75,4.61,VU,1684096856
544,oxelosund,58.6706,17.1015,55.78,54,0,9.22,SE,1684096856
545,cuyamel,15.6667,-88.2,86.16,83,88,8.41,HN,1684096857
546,thai binh,20.45,106.3333,71.58,89,100,3.0,VN,1684096857
547,eraan,9.0629,117.7016,78.1,89,77,2.62,PH,1684096858
548,villaguay,-31.8653,-59.0269,69.37,44,11,6.24,AR,1684096858
549,gumdag,39.2061,54.5906,60.01,75,48,15.61,TM,1684096859
550,novyy urgal,51.0736,132.5642,55.06,75,73,8.97,RU,1684096859
551,bardai,11.65,7.2333,89.01,21,42,1.86,NG,1684096860
552,yima,34.7381,111.8839,68.0,36,3,4.18,CN,1684096860
553,nueva helvecia,-34.3,-57.2333,66.11,54,9,8.21,UY,1684096861
554,ixtapa,20.7,-105.2,81.63,69,20,14.97,MX,1684096861
555,san luis de la loma,17.2706,-100.8939,87.78,57,33,7.85,MX,1684096862
556,gunjur,13.2019,-16.7339,75.27,83,0,8.05,GM,1684096862
557,masterton,-40.9597,175.6575,51.89,91,26,2.95,NZ,1684096863
558,black point,-34.6187,137.8972,60.1,60,54,4.29,AU,1684096864
559,sao jose da coroa grande,-8.8978,-35.1478,79.21,77,63,7.99,BR,1684096864
560,hirara,24.8,125.2833,68.27,94,100,2.3,JP,1684096865
561,panaba,21.2833,-88.2667,89.82,47,96,16.84,MX,1684096865
562,itamaraca,-7.7478,-34.8256,84.25,78,23,8.03,BR,1684096866
563,bokhan,53.153,103.7714,31.06,58,100,4.41,RU,1684096867
564,bel ombre,-4.6167,55.4167,82.24,83,40,4.61,SC,1684096867
565,sinjai,-5.1241,120.253,73.56,93,56,3.8,ID,1684096868
566,jinchang,38.4953,102.1739,68.4,26,91,2.1,CN,1684096868
567,howrah,22.5892,88.3103,80.6,69,20,0.0,IN,1684096869
568,kangaba,11.9333,-8.4167,86.65,41,66,4.03,ML,1684096869
569,lospalos,-8.5186,127.0025,69.53,88,100,5.41,TL,1684096870
570,namibe,-15.1961,12.1522,70.81,78,0,3.96,AO,1684096870
571,sirte,31.2089,16.5887,84.42,23,98,21.07,LY,1684096871
572,kem',64.9555,34.5793,50.47,74,81,4.99,RU,1684096872
